exchange,timestamp,market,observed_entry_price,alpha_score,reason_group,status,window_start,deadline,max_high,min_low,time_stop_exit,mfe_net_pct,mae_net_pct,time_stop_net_pct,reason
bithumb,2026-09-07T00:31:36+09:00,KRW-WOO,16.71,43,돌파 미확인,COMPLETE,2026-09-07T00:35:00+09:00,2026-09-07T02:01:36+09:00,18.33,16.47,16.52,9.3881,-1.7119,-1.4135,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 43점, MA5 > MA20, RSI 69.5, %B 0.93, 저점거리 5.63%, 최근고점대비 4.07%, 반등확인 통과, 이격 안정, 1H 16.0 < EMA20 16.4 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=2.59, 양봉=통과, RSI=통과, 1H MTF=차단"
bithumb,2026-09-07T01:11:42+09:00,KRW-XAN,24.73,59,반등 미확인,COMPLETE,2026-09-07T01:15:00+09:00,2026-09-07T02:41:42+09:00,25.82,24.5,25.29,4.1157,-1.2071,1.9785,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 59점, MA5 > MA20, RSI 55.7, %B 0.86, 저점거리 3.91%, 최근고점대비 0.89%, 반등확인 차단, 이격 안정, 1H 24.4 >= EMA20 22.6 (기준 0.998)"
bithumb,2026-09-07T01:16:35+09:00,KRW-BTR,67.04,47,이격 과열,COMPLETE,2026-09-07T01:20:00+09:00,2026-09-07T02:46:35+09:00,67.48,64.0,64.77,0.3749,-4.8015,-3.6562,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 47점, MA5 > MA20, RSI 78.9, %B 1.00, 저점거리 7.44%, 최근고점대비 1.78%, 반등확인 차단, 이격 과열차단, 1H 65.5 >= EMA20 64.9 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=4.24, 양봉=차단, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:16:36+09:00,KRW-XAN,24.69,64,반등 미확인,COMPLETE,2026-09-07T01:20:00+09:00,2026-09-07T02:46:36+09:00,25.96,24.5,25.29,4.8498,-1.047,2.1437,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 64점, MA5 > MA20, RSI 51.4, %B 0.80, 저점거리 3.65%, 최근고점대비 1.05%, 반등확인 차단, 이격 안정, 1H 24.4 >= EMA20 22.6 (기준 0.998)"
bithumb,2026-09-07T01:21:38+09:00,KRW-UNI,9685.0,50,하드 게이트,COMPLETE,2026-09-07T01:25:00+09:00,2026-09-07T02:51:38+09:00,10120.0,9630.0,9740.0,4.1993,-0.8459,0.2867,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 50점, MA5 > MA20, RSI 94.5, %B 1.28, 저점거리 2.54%, 최근고점대비 0.31%, 반등확인 통과, 이격 안정, 1H 9515.0 >= EMA20 9471.0 (기준 0.998)"
bithumb,2026-09-07T01:21:38+09:00,KRW-VIRTUAL,955.0,44,하드 게이트,COMPLETE,2026-09-07T01:25:00+09:00,2026-09-07T02:51:38+09:00,960.0,945.0,949.0,0.2425,-1.3238,-0.9061,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 85.7, %B 1.24, 저점거리 1.27%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:26:36+09:00,KRW-VIRTUAL,956.0,44,하드 게이트,COMPLETE,2026-09-07T01:30:00+09:00,2026-09-07T02:56:36+09:00,960.0,945.0,949.0,0.1376,-1.427,-1.0098,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 85.0, %B 1.14, 저점거리 1.38%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:26:36+09:00,KRW-LINK,16710.0,44,RSI 범위 이탈,COMPLETE,2026-09-07T01:30:00+09:00,2026-09-07T02:56:36+09:00,16870.0,16710.0,16770.0,0.6752,-0.2796,0.0785,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 76.7, %B 0.93, 저점거리 0.78%, 최근고점대비 0.06%, 반등확인 차단, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.39, 양봉=차단, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:32:00+09:00,KRW-SUI,1087.0,39,상위 추세 미달,COMPLETE,2026-09-07T01:35:00+09:00,2026-09-07T03:02:00+09:00,1095.0,1081.0,1085.0,0.4543,-0.83,-0.4631,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 39점, MA5 > MA20, RSI 83.3, %B 0.99, 저점거리 1.12%, 최근고점대비 0.09%, 반등확인 통과, 이격 안정, 1H 1080.0 < EMA20 1085.4 (기준 0.998)"
bithumb,2026-09-07T01:32:01+09:00,KRW-VIRTUAL,958.0,44,하드 게이트,COMPLETE,2026-09-07T01:35:00+09:00,2026-09-07T03:02:01+09:00,960.0,945.0,950.0,-0.0714,-1.6328,-1.1123,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 85.0, %B 1.11, 저점거리 1.59%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:32:02+09:00,KRW-XAN,24.88,44,하드 게이트,COMPLETE,2026-09-07T01:35:00+09:00,2026-09-07T03:02:02+09:00,25.96,24.5,25.37,4.0491,-1.8027,1.6843,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 67.3, %B 0.82, 저점거리 3.75%, 최근고점대비 0.32%, 반등확인 통과, 이격 안정, 1H 24.4 >= EMA20 22.6 (기준 0.998)"
bithumb,2026-09-07T01:32:03+09:00,KRW-LINK,16810.0,50,하드 게이트,COMPLETE,2026-09-07T01:35:00+09:00,2026-09-07T03:02:03+09:00,16870.0,16710.0,16790.0,0.0763,-0.8728,-0.3983,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 50점, MA5 > MA20, RSI 80.0, %B 1.22, 저점거리 1.39%, 최근고점대비 0.06%, 반등확인 통과, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998)"
bithumb,2026-09-07T01:36:48+09:00,KRW-SUI,1091.0,42,상위 추세 미달,COMPLETE,2026-09-07T01:40:00+09:00,2026-09-07T03:06:48+09:00,1095.0,1081.0,1086.0,0.086,-1.1936,-0.7366,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 42점, MA5 > MA20, RSI 86.4, %B 1.10, 저점거리 1.49%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 1080.0 < EMA20 1085.4 (기준 0.998)"
bithumb,2026-09-07T01:36:49+09:00,KRW-VIRTUAL,957.0,44,하드 게이트,COMPLETE,2026-09-07T01:40:00+09:00,2026-09-07T03:06:49+09:00,958.0,945.0,950.0,-0.1754,-1.53,-1.009,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 80.0, %B 0.98, 저점거리 1.48%, 최근고점대비 0.21%, 반등확인 통과, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:36:50+09:00,KRW-UNI,10040.0,42,이격 과열,COMPLETE,2026-09-07T01:40:00+09:00,2026-09-07T03:06:50+09:00,9995.0,9715.0,9805.0,-0.7266,-3.5076,-2.6137,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 42점, MA5 > MA20, RSI 88.0, %B 1.17, 저점거리 6.13%, 최근고점대비 0.80%, 반등확인 차단, 이격 과열차단, 1H 9515.0 >= EMA20 9471.0 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=4.22, 양봉=차단, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:36:50+09:00,KRW-LINK,16860.0,47,하드 게이트,COMPLETE,2026-09-07T01:40:00+09:00,2026-09-07T03:06:50+09:00,16870.0,16710.0,16790.0,-0.2205,-1.1668,-0.6936,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 47점, MA5 > MA20, RSI 81.6, %B 1.19, 저점거리 1.69%, 최근고점대비 0.06%, 반등확인 통과, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998)"
bithumb,2026-09-07T01:36:51+09:00,KRW-ONDO,515.0,42,RSI 범위 이탈,COMPLETE,2026-09-07T01:40:00+09:00,2026-09-07T03:06:51+09:00,518.0,513.0,516.0,0.3013,-0.6669,-0.086,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 42점, MA5 > MA20, RSI 80.0, %B 1.16, 저점거리 1.18%, 최근고점대비 0.19%, 반등확인 통과, 이격 안정, 1H 509.0 < EMA20 511.0 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=통과, 거래량배수=1.24, 양봉=통과, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:36:51+09:00,KRW-WLD,561.0,54,거래량 부족,COMPLETE,2026-09-07T01:40:00+09:00,2026-09-07T03:06:51+09:00,564.0,558.0,562.0,0.2537,-0.8129,-0.1019,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 54점, MA5 > MA20, RSI 62.5, %B 1.04, 저점거리 1.26%, 최근고점대비 0.18%, 반등확인 차단, 이격 안정, 1H 557.0 >= EMA20 552.9 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.17, 양봉=차단, RSI=통과, 1H MTF=통과"
bithumb,2026-09-07T01:41:37+09:00,KRW-SUI,1092.0,42,상위 추세 미달,COMPLETE,2026-09-07T01:45:00+09:00,2026-09-07T03:11:37+09:00,1095.0,1081.0,1086.0,-0.0057,-1.2841,-0.8275,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 42점, MA5 > MA20, RSI 86.4, %B 1.04, 저점거리 1.39%, 최근고점대비 0.09%, 반등확인 통과, 이격 안정, 1H 1080.0 < EMA20 1085.4 (기준 0.998)"
bithumb,2026-09-07T01:41:37+09:00,KRW-VIRTUAL,957.0,44,하드 게이트,COMPLETE,2026-09-07T01:45:00+09:00,2026-09-07T03:11:37+09:00,956.0,945.0,951.0,-0.3838,-1.53,-0.9048,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 80.0, %B 0.98, 저점거리 1.48%, 최근고점대비 0.21%, 반등확인 통과, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:41:38+09:00,KRW-UNI,9995.0,44,이격 과열,COMPLETE,2026-09-07T01:45:00+09:00,2026-09-07T03:11:38+09:00,9955.0,9715.0,9780.0,-0.6787,-3.0732,-2.4247,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 82.8, %B 1.01, 저점거리 5.49%, 최근고점대비 1.25%, 반등확인 차단, 이격 과열차단, 1H 9515.0 >= EMA20 9471.0 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=1.16, 양봉=차단, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:41:39+09:00,KRW-NEAR,3332.0,47,하드 게이트,COMPLETE,2026-09-07T01:45:00+09:00,2026-09-07T03:11:39+09:00,3337.0,3228.0,3247.0,-0.13,-3.3921,-2.8235,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 47점, MA5 > MA20, RSI 73.8, %B 1.00, 저점거리 2.81%, 최근고점대비 0.12%, 반등확인 통과, 이격 안정, 1H 3258.0 >= EMA20 3153.8 (기준 0.998)"
bithumb,2026-09-07T01:41:40+09:00,KRW-LINK,16860.0,47,하드 게이트,COMPLETE,2026-09-07T01:45:00+09:00,2026-09-07T03:11:40+09:00,16870.0,16710.0,16800.0,-0.2205,-1.1668,-0.6345,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 47점, MA5 > MA20, RSI 81.6, %B 1.19, 저점거리 1.69%, 최근고점대비 0.06%, 반등확인 통과, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998)"
bithumb,2026-09-07T01:41:40+09:00,KRW-ONDO,515.0,42,RSI 범위 이탈,COMPLETE,2026-09-07T01:45:00+09:00,2026-09-07T03:11:40+09:00,518.0,513.0,516.0,0.3013,-0.6669,-0.086,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 42점, MA5 > MA20, RSI 80.0, %B 1.16, 저점거리 1.18%, 최근고점대비 0.19%, 반등확인 통과, 이격 안정, 1H 509.0 < EMA20 511.0 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=통과, 거래량배수=1.24, 양봉=통과, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:46:41+09:00,KRW-SUI,1094.0,45,상위 추세 미달,COMPLETE,2026-09-07T01:50:00+09:00,2026-09-07T03:16:41+09:00,1095.0,1081.0,1086.0,-0.1885,-1.4646,-1.0088,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 45점, MA5 > MA20, RSI 87.5, %B 1.03, 저점거리 1.58%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 1080.0 < EMA20 1085.4 (기준 0.998)"
bithumb,2026-09-07T01:46:42+09:00,KRW-VIRTUAL,958.0,44,하드 게이트,COMPLETE,2026-09-07T01:50:00+09:00,2026-09-07T03:16:42+09:00,955.0,945.0,950.0,-0.5919,-1.6328,-1.1123,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 84.2, %B 0.91, 저점거리 1.48%, 최근고점대비 0.21%, 반등확인 통과, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:46:43+09:00,KRW-LINK,16860.0,44,하드 게이트,COMPLETE,2026-09-07T01:50:00+09:00,2026-09-07T03:16:43+09:00,16870.0,16710.0,16800.0,-0.2205,-1.1668,-0.6345,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 86.5, %B 0.97, 저점거리 1.38%, 최근고점대비 0.06%, 반등확인 통과, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998)"
bithumb,2026-09-07T01:46:44+09:00,KRW-ONDO,515.0,39,RSI 범위 이탈,COMPLETE,2026-09-07T01:50:00+09:00,2026-09-07T03:16:44+09:00,518.0,513.0,517.0,0.3013,-0.6669,0.1077,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 39점, MA5 > MA20, RSI 80.0, %B 0.97, 저점거리 1.18%, 최근고점대비 0.19%, 반등확인 통과, 이격 안정, 1H 509.0 < EMA20 511.0 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.98, 양봉=통과, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:51:36+09:00,KRW-SUI,1090.0,42,상위 추세 미달,COMPLETE,2026-09-07T01:55:00+09:00,2026-09-07T03:21:36+09:00,1091.0,1081.0,1087.0,-0.1881,-1.103,-0.5541,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 42점, MA5 > MA20, RSI 74.1, %B 0.84, 저점거리 1.21%, 최근고점대비 0.37%, 반등확인 차단, 이격 안정, 1H 1080.0 < EMA20 1085.4 (기준 0.998)"
bithumb,2026-09-07T01:51:36+09:00,KRW-VIRTUAL,954.0,59,반등 미확인,COMPLETE,2026-09-07T01:55:00+09:00,2026-09-07T03:21:36+09:00,954.0,945.0,951.0,-0.2796,-1.2204,-0.5932,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 59점, MA5 > MA20, RSI 66.7, %B 0.71, 저점거리 1.06%, 최근고점대비 0.63%, 반등확인 차단, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:51:38+09:00,KRW-UNI,9900.0,47,RSI 범위 이탈,COMPLETE,2026-09-07T01:55:00+09:00,2026-09-07T03:21:38+09:00,9900.0,9715.0,9790.0,-0.2796,-2.1431,-1.3876,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 47점, MA5 > MA20, RSI 74.6, %B 0.81, 저점거리 4.38%, 최근고점대비 2.22%, 반등확인 차단, 이격 안정, 1H 9515.0 >= EMA20 9471.0 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=1.89, 양봉=통과, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:51:39+09:00,KRW-NEAR,3328.0,52,반등 미확인,COMPLETE,2026-09-07T01:55:00+09:00,2026-09-07T03:21:39+09:00,3311.0,3228.0,3244.0,-0.789,-3.276,-2.7966,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 52점, MA5 > MA20, RSI 72.2, %B 0.86, 저점거리 2.37%, 최근고점대비 0.33%, 반등확인 차단, 이격 안정, 1H 3258.0 >= EMA20 3153.8 (기준 0.998)"
bithumb,2026-09-07T01:51:40+09:00,KRW-LINK,16810.0,44,반등 미확인,COMPLETE,2026-09-07T01:55:00+09:00,2026-09-07T03:21:40+09:00,16860.0,16710.0,16870.0,0.017,-0.8728,0.0763,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 73.0, %B 0.81, 저점거리 0.96%, 최근고점대비 0.36%, 반등확인 차단, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998)"
bithumb,2026-09-07T01:51:41+09:00,KRW-ONDO,515.0,39,RSI 범위 이탈,COMPLETE,2026-09-07T01:55:00+09:00,2026-09-07T03:21:41+09:00,518.0,513.0,517.0,0.3013,-0.6669,0.1077,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 39점, MA5 > MA20, RSI 77.8, %B 0.92, 저점거리 1.18%, 최근고점대비 0.19%, 반등확인 통과, 이격 안정, 1H 509.0 < EMA20 511.0 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.50, 양봉=통과, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T01:56:34+09:00,KRW-ONDO,516.0,32,상위 추세 미달,COMPLETE,2026-09-07T02:00:00+09:00,2026-09-07T03:26:34+09:00,518.0,513.0,516.0,0.1069,-0.8594,-0.2796,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 32점, MA5 > MA20, RSI 80.0, %B 0.96, 저점거리 1.38%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 509.0 < EMA20 511.0 (기준 0.998)"
bithumb,2026-09-07T01:56:34+09:00,KRW-VIRTUAL,954.0,59,반등 미확인,COMPLETE,2026-09-07T02:00:00+09:00,2026-09-07T03:26:34+09:00,954.0,945.0,953.0,-0.2796,-1.2204,-0.3841,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 59점, MA5 > MA20, RSI 66.7, %B 0.71, 저점거리 1.06%, 최근고점대비 0.63%, 반등확인 차단, 이격 안정, 1H 946.0 >= EMA20 942.1 (기준 0.998)"
bithumb,2026-09-07T01:56:34+09:00,KRW-LINK,16860.0,44,하드 게이트,COMPLETE,2026-09-07T02:00:00+09:00,2026-09-07T03:26:34+09:00,16870.0,16710.0,16920.0,-0.2205,-1.1668,0.0753,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 75.6, %B 0.90, 저점거리 1.26%, 최근고점대비 0.06%, 반등확인 통과, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998)"
bithumb,2026-09-07T01:56:35+09:00,KRW-WLD,562.0,49,거래량 부족,COMPLETE,2026-09-07T02:00:00+09:00,2026-09-07T03:26:35+09:00,564.0,558.0,562.0,0.0753,-0.9894,-0.2796,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 49점, MA5 > MA20, RSI 66.7, %B 0.91, 저점거리 1.44%, 최근고점대비 0.18%, 반등확인 통과, 이격 안정, 1H 557.0 >= EMA20 552.9 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.30, 양봉=통과, RSI=통과, 1H MTF=통과"
bithumb,2026-09-07T01:56:35+09:00,KRW-SUI,1090.0,39,RSI 범위 이탈,COMPLETE,2026-09-07T02:00:00+09:00,2026-09-07T03:26:35+09:00,1091.0,1081.0,1088.0,-0.1881,-1.103,-0.4626,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 39점, MA5 > MA20, RSI 73.1, %B 0.81, 저점거리 1.21%, 최근고점대비 0.46%, 반등확인 차단, 이격 안정, 1H 1080.0 < EMA20 1085.4 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.81, 양봉=차단, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T02:01:32+09:00,KRW-VIRTUAL,953.0,59,반등 미확인,COMPLETE,2026-09-07T02:05:00+09:00,2026-09-07T03:31:32+09:00,954.0,945.0,953.0,-0.175,-1.1167,-0.2796,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 59점, MA5 > MA20, RSI 70.0, %B 0.62, 저점거리 0.85%, 최근고점대비 0.73%, 반등확인 차단, 이격 안정, 1H 953.0 >= EMA20 943.1 (기준 0.998)"
bithumb,2026-09-07T02:01:32+09:00,KRW-LINK,16860.0,44,하드 게이트,COMPLETE,2026-09-07T02:05:00+09:00,2026-09-07T03:31:32+09:00,16920.0,16710.0,16890.0,0.0753,-1.1668,-0.1022,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 75.6, %B 0.90, 저점거리 1.26%, 최근고점대비 0.06%, 반등확인 통과, 이격 안정, 1H 16650.0 >= EMA20 16616.4 (기준 0.998)"
bithumb,2026-09-07T02:01:32+09:00,KRW-WLD,564.0,55,하드 게이트,COMPLETE,2026-09-07T02:05:00+09:00,2026-09-07T03:31:32+09:00,562.0,558.0,563.0,-0.6332,-1.3405,-0.4564,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 55점, MA5 > MA20, RSI 70.6, %B 1.03, 저점거리 1.81%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 564.0 >= EMA20 554.0 (기준 0.998)"
bithumb,2026-09-07T02:01:32+09:00,KRW-ONDO,516.0,37,RSI 범위 이탈,COMPLETE,2026-09-07T02:05:00+09:00,2026-09-07T03:31:32+09:00,518.0,513.0,515.0,0.1069,-0.8594,-0.4729,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 37점, MA5 > MA20, RSI 88.9, %B 0.90, 저점거리 1.18%, 최근고점대비 0.00%, 반등확인 통과, 이격 안정, 1H 516.0 >= EMA20 511.5 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.93, 양봉=통과, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T02:06:34+09:00,KRW-BTR,64.5,39,상위 추세 미달,COMPLETE,2026-09-07T02:10:00+09:00,2026-09-07T03:36:34+09:00,66.3,64.18,64.45,2.5033,-0.7743,-0.3569,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 39점, MA5 <= MA20, RSI 43.6, %B 0.42, 저점거리 0.78%, 최근고점대비 6.02%, 반등확인 통과, 이격 안정, 1H 64.4 < EMA20 64.9 (기준 0.998)"
bithumb,2026-09-07T02:06:34+09:00,KRW-UNI,9840.0,59,거래량 부족,COMPLETE,2026-09-07T02:10:00+09:00,2026-09-07T03:36:34+09:00,9850.0,9715.0,9730.0,-0.1783,-1.5464,-1.3944,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 59점, MA5 > MA20, RSI 69.2, %B 0.67, 저점거리 3.36%, 최근고점대비 2.85%, 반등확인 차단, 이격 안정, 1H 9845.0 >= EMA20 9506.3 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.33, 양봉=차단, RSI=통과, 1H MTF=통과"
bithumb,2026-09-07T02:06:34+09:00,KRW-ONDO,515.0,47,RSI 범위 이탈,COMPLETE,2026-09-07T02:10:00+09:00,2026-09-07T03:36:34+09:00,518.0,513.0,514.0,0.3013,-0.6669,-0.4732,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 47점, MA5 > MA20, RSI 77.8, %B 0.78, 저점거리 0.98%, 최근고점대비 0.19%, 반등확인 차단, 이격 안정, 1H 516.0 >= EMA20 511.5 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.99, 양봉=차단, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T02:06:34+09:00,KRW-VIRTUAL,953.0,59,거래량 부족,COMPLETE,2026-09-07T02:10:00+09:00,2026-09-07T03:36:34+09:00,954.0,945.0,953.0,-0.175,-1.1167,-0.2796,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 59점, MA5 > MA20, RSI 70.0, %B 0.61, 저점거리 0.85%, 최근고점대비 0.73%, 반등확인 차단, 이격 안정, 1H 953.0 >= EMA20 943.1 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.56, 양봉=차단, RSI=통과, 1H MTF=통과"
bithumb,2026-09-07T02:11:34+09:00,KRW-UNI,9835.0,59,거래량 부족,COMPLETE,2026-09-07T02:15:00+09:00,2026-09-07T03:41:34+09:00,9825.0,9695.0,9730.0,-0.381,-1.6991,-1.3442,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 59점, MA5 > MA20, RSI 68.0, %B 0.64, 저점거리 3.04%, 최근고점대비 2.90%, 반등확인 차단, 이격 안정, 1H 9845.0 >= EMA20 9506.3 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.23, 양봉=차단, RSI=통과, 1H MTF=통과"
bithumb,2026-09-07T02:11:35+09:00,KRW-ONDO,514.0,52,RSI 범위 이탈,COMPLETE,2026-09-07T02:15:00+09:00,2026-09-07T03:41:35+09:00,518.0,513.0,514.0,0.4964,-0.4736,-0.2796,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 52점, MA5 > MA20, RSI 77.8, %B 0.66, 저점거리 0.78%, 최근고점대비 0.39%, 반등확인 차단, 이격 안정, 1H 516.0 >= EMA20 511.5 (기준 0.998), 모멘텀 돌파 직전 4봉 고점 돌파=차단, 거래량배수=0.16, 양봉=차단, RSI=차단, 1H MTF=통과"
bithumb,2026-09-07T02:16:31+09:00,KRW-BTR,64.35,29,상위 추세 미달,COMPLETE,2026-09-07T02:20:00+09:00,2026-09-07T03:46:31+09:00,66.3,64.18,64.26,2.7422,-0.5431,-0.4191,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 29점, MA5 <= MA20, RSI 32.3, %B 0.35, 저점거리 0.55%, 최근고점대비 6.26%, 반등확인 차단, 이격 안정, 1H 64.4 < EMA20 64.9 (기준 0.998)"
bithumb,2026-09-07T02:16:31+09:00,KRW-XAN,25.1,44,하드 게이트,COMPLETE,2026-09-07T02:20:00+09:00,2026-09-07T03:46:31+09:00,25.96,24.65,25.26,3.1371,-2.0674,0.3561,"1차 퀀트 관망 대기: 하드게이트 차단, 알파스코어 44점, MA5 > MA20, RSI 69.9, %B 0.96, 저점거리 2.45%, 최근고점대비 0.04%, 반등확인 통과, 이격 안정, 1H 24.7 >= EMA20 22.8 (기준 0.998)"
